time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-28 00:00:00+00:00,4,3,3,2
2025-11-29 00:00:00+00:00,1,1,3,2
2025-11-30 00:00:00+00:00,2,2,3,3
2025-12-01 00:00:00+00:00,137,38,3,2
2025-12-02 00:00:00+00:00,513,121,1,1
2025-12-03 00:00:00+00:00,184,41,2,1
2025-12-04 00:00:00+00:00,2,2,3,2
2025-12-05 00:00:00+00:00,1,1,1,1
2025-12-06 00:00:00+00:00,4,4,2,2
2025-12-07 00:00:00+00:00,1,1,3,1
2025-12-08 00:00:00+00:00,48,12,3,2
2025-12-09 00:00:00+00:00,8,4,1,1
2025-12-10 00:00:00+00:00,1,1,1,1
2025-12-11 00:00:00+00:00,106,20,4,4
