time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-09 00:00:00+00:00,3,3,79,30
2024-01-10 00:00:00+00:00,5,5,123,22
2024-01-11 00:00:00+00:00,5,4,108,32
2024-01-12 00:00:00+00:00,1,1,61,24
2024-01-13 00:00:00+00:00,2,1,160,32
2024-01-14 00:00:00+00:00,6,6,123,23
2024-01-15 00:00:00+00:00,2,2,46,24
2024-01-16 00:00:00+00:00,5,4,46,16
2024-01-17 00:00:00+00:00,1,1,31,19
2024-01-18 00:00:00+00:00,1,1,62,18
2024-01-19 00:00:00+00:00,5,4,38,21
2024-01-20 00:00:00+00:00,3,3,49,21
2024-01-21 00:00:00+00:00,1,1,47,18
2024-01-22 00:00:00+00:00,3,3,42,12
