time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-08-07 00:00:00+00:00,1.0,1.0,59,20
2024-08-08 00:00:00+00:00,3.0,2.0,174,30
2024-08-09 00:00:00+00:00,,,92,36
2024-08-10 00:00:00+00:00,1.0,1.0,220,53
2024-08-11 00:00:00+00:00,3.0,3.0,116,50
2024-08-12 00:00:00+00:00,1.0,1.0,95,39
2024-08-13 00:00:00+00:00,1.0,1.0,110,42
2024-08-14 00:00:00+00:00,1.0,1.0,98,36
2024-08-15 00:00:00+00:00,,,64,34
2024-08-16 00:00:00+00:00,1.0,1.0,92,27
2024-08-17 00:00:00+00:00,,,91,38
2024-08-18 00:00:00+00:00,,,67,37
2024-08-19 00:00:00+00:00,,,109,31
2024-08-20 00:00:00+00:00,,,78,32
