time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-02-03 00:00:00+00:00,5.0,5.0,76,14
2023-02-04 00:00:00+00:00,1.0,1.0,34,13
2023-02-05 00:00:00+00:00,,,10,7
2023-02-06 00:00:00+00:00,2.0,2.0,43,16
2023-02-07 00:00:00+00:00,,,32,9
2023-02-08 00:00:00+00:00,,,26,11
2023-02-09 00:00:00+00:00,,,26,8
2023-02-10 00:00:00+00:00,1.0,1.0,22,8
2023-02-11 00:00:00+00:00,3.0,2.0,54,12
2023-02-12 00:00:00+00:00,1.0,1.0,24,9
2023-02-13 00:00:00+00:00,2.0,2.0,22,9
2023-02-14 00:00:00+00:00,3.0,3.0,8,7
2023-02-15 00:00:00+00:00,2.0,2.0,10,7
2023-02-16 00:00:00+00:00,1.0,1.0,12,7
