time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-07 00:00:00+00:00,,,72,33
2025-02-08 00:00:00+00:00,3.0,3.0,79,29
2025-02-09 00:00:00+00:00,2.0,2.0,79,34
2025-02-10 00:00:00+00:00,,,40,21
2025-02-11 00:00:00+00:00,,,43,18
2025-02-12 00:00:00+00:00,1.0,1.0,61,25
2025-02-13 00:00:00+00:00,1.0,1.0,69,22
2025-02-14 00:00:00+00:00,2.0,2.0,59,14
2025-02-15 00:00:00+00:00,1.0,1.0,68,23
2025-02-16 00:00:00+00:00,2.0,2.0,56,28
2025-02-17 00:00:00+00:00,5.0,4.0,66,33
2025-02-18 00:00:00+00:00,,,50,22
2025-02-19 00:00:00+00:00,1.0,1.0,53,21
2025-02-20 00:00:00+00:00,,,65,29
