time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-22 00:00:00+00:00,2.0,2.0,2.0,2.0
2022-08-23 00:00:00+00:00,,,5.0,3.0
2022-08-24 00:00:00+00:00,3.0,3.0,39.0,4.0
2022-08-26 00:00:00+00:00,2.0,2.0,1.0,1.0
2022-08-27 00:00:00+00:00,,,7.0,1.0
2022-08-28 00:00:00+00:00,1.0,1.0,16.0,4.0
2022-08-29 00:00:00+00:00,,,39.0,6.0
2022-08-30 00:00:00+00:00,1.0,1.0,,
2022-08-31 00:00:00+00:00,3.0,2.0,8.0,1.0
2022-09-01 00:00:00+00:00,,,6.0,2.0
2022-09-02 00:00:00+00:00,2.0,2.0,35.0,5.0
2022-09-03 00:00:00+00:00,1.0,1.0,14.0,5.0
2022-09-04 00:00:00+00:00,1.0,1.0,14.0,4.0
