time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-16 00:00:00+00:00,1,1,72,33
2026-01-17 00:00:00+00:00,5,5,148,57
2026-01-18 00:00:00+00:00,1,1,109,43
2026-01-19 00:00:00+00:00,0,0,107,43
2026-01-20 00:00:00+00:00,0,0,63,29
2026-01-21 00:00:00+00:00,2,2,53,30
2026-01-22 00:00:00+00:00,0,0,85,31
2026-01-23 00:00:00+00:00,1,1,72,35
2026-01-24 00:00:00+00:00,3,2,95,37
2026-01-25 00:00:00+00:00,5,5,134,43
2026-01-26 00:00:00+00:00,1,1,119,45
2026-01-27 00:00:00+00:00,1,1,143,57
2026-01-28 00:00:00+00:00,1,1,135,65
2026-01-29 00:00:00+00:00,25,9,266,91
