time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-16 00:00:00+00:00,1,1,33,17
2026-08-17 00:00:00+00:00,26,4,50,12
2026-08-18 00:00:00+00:00,50,19,45,14
2026-08-19 00:00:00+00:00,26,6,44,12
2026-08-20 00:00:00+00:00,3,3,39,21
2026-08-21 00:00:00+00:00,3,2,53,17
2026-08-22 00:00:00+00:00,1,1,54,23
2026-08-23 00:00:00+00:00,47,4,51,24
2026-08-24 00:00:00+00:00,3,3,57,17
2026-08-25 00:00:00+00:00,1,1,46,21
2026-08-26 00:00:00+00:00,2,1,29,16
2026-08-27 00:00:00+00:00,1,1,27,13
2026-08-28 00:00:00+00:00,66,13,22,12
2026-08-29 00:00:00+00:00,2,2,64,22
