time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-19 00:00:00+00:00,3.0,2.0,37,16
2023-01-20 00:00:00+00:00,,,19,13
2023-01-21 00:00:00+00:00,2.0,2.0,32,15
2023-01-22 00:00:00+00:00,1.0,1.0,23,12
2023-01-23 00:00:00+00:00,2.0,2.0,34,11
2023-01-24 00:00:00+00:00,5.0,4.0,23,13
2023-01-25 00:00:00+00:00,,,44,21
2023-01-26 00:00:00+00:00,4.0,2.0,29,14
2023-01-27 00:00:00+00:00,3.0,3.0,35,19
2023-01-28 00:00:00+00:00,,,49,16
2023-01-29 00:00:00+00:00,,,19,14
2023-01-30 00:00:00+00:00,1.0,1.0,33,17
2023-01-31 00:00:00+00:00,1.0,1.0,24,14
2023-02-01 00:00:00+00:00,2.0,1.0,25,11
