time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,77,43,33,16
2026-06-06 00:00:00+00:00,1,1,61,29
2026-06-07 00:00:00+00:00,0,0,38,22
2026-06-08 00:00:00+00:00,4,4,21,10
2026-06-09 00:00:00+00:00,2,2,43,18
2026-06-10 00:00:00+00:00,9,8,29,14
2026-06-11 00:00:00+00:00,2,2,28,14
2026-06-12 00:00:00+00:00,1,1,31,16
2026-06-13 00:00:00+00:00,1,1,58,28
2026-06-14 00:00:00+00:00,2,2,48,22
2026-06-15 00:00:00+00:00,2,2,28,15
2026-06-16 00:00:00+00:00,2,2,34,15
2026-06-17 00:00:00+00:00,5,4,44,17
2026-06-18 00:00:00+00:00,4,3,39,20
